##############################################
# Interactions between tree and fungal species
# Last row and column contain the sum of each
##############################################
;ABIEALB;ABIEGRA;ABIENOR;ACERGRA;ACERPET;ALNUGLU;BETUSPP;CARPBET;CASTSAT;CEDRATL;CUPRSEM;FAGUSIL;FRAXSPP;JUGLSPP;LARIDEC;LARIKAE;PICEEXC;PICESIT;PINUBRU;PINUCEM;PINUHAL;PINULAR;PINUNIG;PINUPINA;PINUPINE;PINURAD;PINUSTR;PINUSYL;PINUTAE;PINUUNC;PLATHYB;POPUCUL;POPUTRE;PRUNAVI;PSEUMEN;QUERILE;QUERPAT;QUERPUB;QUERPYR;QUERROB;QUERRUB;QUERSUB;SORBARI;SORBAUC;SORBDOM;SORBTOR;TAXABAC;THUJPLI;TILISPP;TSUGHET;ULMUSPP;NB_INTER_C
PINUUNC;309.52382;309.523835;309.523835;309.523835;309.523836;309.523836;309.523836;309.523836;154.761918;154.761918;154.761918;154.761918;154.761918;154.761918;154.761918;154.761918;154.761918;154.761918;154.761918;0;309.523835;309.523835;464.285712;464.285733;464.285715;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;603.000006;650.000008;650.000008;650.000008;650.000008;650.000005;630.000007;650.000001;650.000001;650.000001
PSEUMEN;309.523819;309.523834;309.523834;309.523834;309.523835;309.523835;309.523835;309.523835;309.523835;309.523835;309.523835;309.523835;309.523835;309.523835;309.523835;309.523835;309.523835;309.523835;309.523835;309.523835;0;309.523834;464.285711;464.285732;464.285714;650.000004;650.000004;650.000004;650.000004;650.000004;650.000004;650.000004;650.000004;650.000004;650.000004;650.000004;650.000004;650.000004;650.000004;650.000004;650.000004;603.000005;650.000007;650.000007;650.000007;650.000007;650.000004;630.000006;650;650;650
TSUGHET;309.523819;309.523834;309.523834;309.523834;309.523835;309.523835;309.523835;309.523835;309.523835;309.523835;309.523835;309.523835;309.523835;309.523835;309.523835;309.523835;309.523835;309.523835;309.523835;309.523835;309.523834;0;464.285711;464.285732;464.285714;650.000004;650.000004;650.000004;650.000004;650.000004;650.000004;650.000004;650.000004;650.000004;650.000004;650.000004;650.000004;650.000004;650.000004;650.000004;650.000004;603.000005;650.000007;650.000007;650.000007;650.000007;650.000004;630.000006;650;650;650
CUPRSEM;464.285696;464.285711;464.285711;464.285711;464.285712;464.285712;464.285712;464.285712;464.285712;464.285712;464.285712;464.285712;464.285712;464.285712;464.285712;464.285712;464.285712;464.285712;464.285712;464.285712;464.285711;464.285711;0;61.904779;185.714277;649.999979;649.999979;649.999979;649.999979;649.999979;649.999979;649.999979;649.999979;649.999979;649.999979;649.999979;649.999979;649.999979;649.999979;649.999979;649.999979;602.99998;649.999982;649.999982;649.999982;649.999982;649.999979;629.999981;649.999975;649.999975;649.999975
THUJPLI;464.285717;464.285732;464.285732;464.285732;464.285733;464.285733;464.285733;464.285733;464.285733;464.285733;464.285733;464.285733;464.285733;464.285733;464.285733;464.285733;464.285733;464.285733;464.285733;464.285733;464.285732;464.285732;61.904779;0;185.714298;650;650;650;650;650;650;650;650;650;650;650;650;650;650;650;650;603.000001;650.000003;650.000003;650.000003;650.000003;650;630.000002;649.999996;649.999996;649.999996
TAXABAC;464.285699;464.285714;464.285714;464.285714;464.285715;464.285715;464.285715;464.285715;464.285715;464.285715;464.285715;464.285715;464.285715;464.285715;464.285715;464.285715;464.285715;464.285715;464.285715;464.285715;464.285714;464.285714;185.714277;185.714298;0;649.999982;649.999982;649.999982;649.999982;649.999982;649.999982;649.999982;649.999982;649.999982;649.999982;649.999982;649.999982;649.999982;649.999982;649.999982;649.999982;602.999983;649.999985;649.999985;649.999985;649.999985;649.999982;629.999984;649.999978;649.999978;649.999978
ACERGRA;649.999989;650.000004;650.000004;650.000004;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000004;650.000004;649.999979;650;649.999982;0;36;190;211.333328;211.333328;211.333328;211.333328;211.333328;211.333328;211.333328;211.333328;211.333328;211.333328;211.333328;211.333328;211.333328;164.333329;211.333331;211.333331;211.333331;211.333331;211.333328;191.33333;211.333324;248.000004;274.000004
ACERPET;649.999989;650.000004;650.000004;650.000004;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000004;650.000004;649.999979;650;649.999982;36;0;190;211.333328;211.333328;211.333328;211.333328;211.333328;211.333328;211.333328;211.333328;211.333328;211.333328;211.333328;211.333328;211.333328;164.333329;211.333331;211.333331;211.333331;211.333331;211.333328;191.33333;211.333324;248.000004;274.000004
TILISPP;649.999989;650.000004;650.000004;650.000004;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000004;650.000004;649.999979;650;649.999982;190;190;0;211.333328;211.333328;211.333328;211.333328;211.333328;211.333328;211.333328;211.333328;211.333328;211.333328;211.333328;211.333328;211.333328;164.333329;211.333331;211.333331;211.333331;211.333331;211.333328;191.33333;211.333324;248.000004;274.000004
ALNUGLU;649.999989;650.000004;650.000004;650.000004;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000004;650.000004;649.999979;650;649.999982;211.333328;211.333328;211.333328;0;38;38;80.75;95;95;95;95;95;95;95;95;95;130.000001;177.000003;177.000003;177.000003;177.000003;177;176.000002;195.999996;248.000004;274.000004
BETUSPP;649.999989;650.000004;650.000004;650.000004;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000004;650.000004;649.999979;650;649.999982;211.333328;211.333328;211.333328;38;0;38;80.75;95;95;95;95;95;95;95;95;95;130.000001;177.000003;177.000003;177.000003;177.000003;177;176.000002;195.999996;248.000004;274.000004
CARPBET;649.999989;650.000004;650.000004;650.000004;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000004;650.000004;649.999979;650;649.999982;211.333328;211.333328;211.333328;38;38;0;80.75;95;95;95;95;95;95;95;95;95;130.000001;177.000003;177.000003;177.000003;177.000003;177;176.000002;195.999996;248.000004;274.000004
JUGLSPP;649.999989;650.000004;650.000004;650.000004;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000004;650.000004;649.999979;650;649.999982;211.333328;211.333328;211.333328;80.75;80.75;80.75;0;95;95;95;95;95;95;95;95;95;130.000001;177.000003;177.000003;177.000003;177.000003;177;176.000002;195.999996;248.000004;274.000004
CASTSAT;649.999989;650.000004;650.000004;650.000004;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000004;650.000004;649.999979;650;649.999982;211.333328;211.333328;211.333328;95;95;95;95;0;34;34;34;34;34;34;34;68;130.000001;177.000003;177.000003;177.000003;177.000003;177;176.000002;195.999996;248.000004;274.000004
QUERILE;649.999989;650.000004;650.000004;650.000004;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000004;650.000004;649.999979;650;649.999982;211.333328;211.333328;211.333328;95;95;95;95;34;0;39941;39941;39941;39941;39941;39941;68;130.000001;177.000003;177.000003;177.000003;177.000003;177;176.000002;195.999996;248.000004;274.000004
QUERPAT;649.999989;650.000004;650.000004;650.000004;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000004;650.000004;649.999979;650;649.999982;211.333328;211.333328;211.333328;95;95;95;95;34;39941;0;39941;39941;39941;39941;39941;68;130.000001;177.000003;177.000003;177.000003;177.000003;177;176.000002;195.999996;248.000004;274.000004
QUERPUB;649.999989;650.000004;650.000004;650.000004;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000004;650.000004;649.999979;650;649.999982;211.333328;211.333328;211.333328;95;95;95;95;34;39941;39941;0;39941;39941;39941;39941;68;130.000001;177.000003;177.000003;177.000003;177.000003;177;176.000002;195.999996;248.000004;274.000004
QUERPYR;649.999989;650.000004;650.000004;650.000004;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000004;650.000004;649.999979;650;649.999982;211.333328;211.333328;211.333328;95;95;95;95;34;39941;39941;39941;0;39941;39941;39941;68;130.000001;177.000003;177.000003;177.000003;177.000003;177;176.000002;195.999996;248.000004;274.000004
QUERROB;649.999989;650.000004;650.000004;650.000004;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000004;650.000004;649.999979;650;649.999982;211.333328;211.333328;211.333328;95;95;95;95;34;39941;39941;39941;39941;0;39941;39941;68;130.000001;177.000003;177.000003;177.000003;177.000003;177;176.000002;195.999996;248.000004;274.000004
QUERRUB;649.999989;650.000004;650.000004;650.000004;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000004;650.000004;649.999979;650;649.999982;211.333328;211.333328;211.333328;95;95;95;95;34;39941;39941;39941;39941;39941;0;39941;68;130.000001;177.000003;177.000003;177.000003;177.000003;177;176.000002;195.999996;248.000004;274.000004
QUERSUB;649.999989;650.000004;650.000004;650.000004;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000004;650.000004;649.999979;650;649.999982;211.333328;211.333328;211.333328;95;95;95;95;34;39941;39941;39941;39941;39941;39941;0;68;130.000001;177.000003;177.000003;177.000003;177.000003;177;176.000002;195.999996;248.000004;274.000004
FAGUSIL;649.999989;650.000004;650.000004;650.000004;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000004;650.000004;649.999979;650;649.999982;211.333328;211.333328;211.333328;95;95;95;95;68;68;68;68;68;68;68;68;0;130.000001;177.000003;177.000003;177.000003;177.000003;177;176.000002;195.999996;248.000004;274.000004
PRUNAVI;602.99999;603.000005;603.000005;603.000005;603.000006;603.000006;603.000006;603.000006;603.000006;603.000006;603.000006;603.000006;603.000006;603.000006;603.000006;603.000006;603.000006;603.000006;603.000006;603.000006;603.000005;603.000005;602.99998;603.000001;602.999983;164.333329;164.333329;164.333329;130.000001;130.000001;130.000001;130.000001;130.000001;130.000001;130.000001;130.000001;130.000001;130.000001;130.000001;130.000001;130.000001;0;85.66667;85.66667;85.66667;85.66667;105.000001;129.000003;148.999997;201.000005;227.000005
SORBARI;649.999992;650.000007;650.000007;650.000007;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000007;650.000007;649.999982;650.000003;649.999985;211.333331;211.333331;211.333331;177.000003;177.000003;177.000003;177.000003;177.000003;177.000003;177.000003;177.000003;177.000003;177.000003;177.000003;177.000003;177.000003;85.66667;0;66.333336;66.333336;66.333336;152.000003;176.000005;195.999999;248.000007;274.000007
SORBAUC;649.999992;650.000007;650.000007;650.000007;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000007;650.000007;649.999982;650.000003;649.999985;211.333331;211.333331;211.333331;177.000003;177.000003;177.000003;177.000003;177.000003;177.000003;177.000003;177.000003;177.000003;177.000003;177.000003;177.000003;177.000003;85.66667;66.333336;0;66.333336;66.333336;152.000003;176.000005;195.999999;248.000007;274.000007
SORBDOM;649.999992;650.000007;650.000007;650.000007;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000007;650.000007;649.999982;650.000003;649.999985;211.333331;211.333331;211.333331;177.000003;177.000003;177.000003;177.000003;177.000003;177.000003;177.000003;177.000003;177.000003;177.000003;177.000003;177.000003;177.000003;85.66667;66.333336;66.333336;0;66.333336;152.000003;176.000005;195.999999;248.000007;274.000007
SORBTOR;649.999992;650.000007;650.000007;650.000007;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000008;650.000007;650.000007;649.999982;650.000003;649.999985;211.333331;211.333331;211.333331;177.000003;177.000003;177.000003;177.000003;177.000003;177.000003;177.000003;177.000003;177.000003;177.000003;177.000003;177.000003;177.000003;85.66667;66.333336;66.333336;66.333336;0;152.000003;176.000005;195.999999;248.000007;274.000007
ULMUSPP;649.999989;650.000004;650.000004;650.000004;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000005;650.000004;650.000004;649.999979;650;649.999982;211.333328;211.333328;211.333328;177;177;177;177;177;177;177;177;177;177;177;177;177;105.000001;152.000003;152.000003;152.000003;152.000003;0;176.000002;195.999996;248.000004;274.000004
POPUCUL;629.999991;630.000006;630.000006;630.000006;630.000007;630.000007;630.000007;630.000007;630.000007;630.000007;630.000007;630.000007;630.000007;630.000007;630.000007;630.000007;630.000007;630.000007;630.000007;630.000007;630.000006;630.000006;629.999981;630.000002;629.999984;191.33333;191.33333;191.33333;176.000002;176.000002;176.000002;176.000002;176.000002;176.000002;176.000002;176.000002;176.000002;176.000002;176.000002;176.000002;176.000002;129.000003;176.000005;176.000005;176.000005;176.000005;176.000002;0;60.666662;228.000006;254.000006
POPUTRE;649.999985;650;650;650;650.000001;650.000001;650.000001;650.000001;650.000001;650.000001;650.000001;650.000001;650.000001;650.000001;650.000001;650.000001;650.000001;650.000001;650.000001;650.000001;650;650;649.999975;649.999996;649.999978;211.333324;211.333324;211.333324;195.999996;195.999996;195.999996;195.999996;195.999996;195.999996;195.999996;195.999996;195.999996;195.999996;195.999996;195.999996;195.999996;148.999997;195.999999;195.999999;195.999999;195.999999;195.999996;60.666662;0;248;274
FRAXSPP;649.999985;650;650;650;650.000001;650.000001;650.000001;650.000001;650.000001;650.000001;650.000001;650.000001;650.000001;650.000001;650.000001;650.000001;650.000001;650.000001;650.000001;650.000001;650;650;649.999975;649.999996;649.999978;248.000004;248.000004;248.000004;248.000004;248.000004;248.000004;248.000004;248.000004;248.000004;248.000004;248.000004;248.000004;248.000004;248.000004;248.000004;248.000004;201.000005;248.000007;248.000007;248.000007;248.000007;248.000004;228.000006;248;0;274
PLATHYB;649.999985;650;650;650;650.000001;650.000001;650.000001;650.000001;650.000001;650.000001;650.000001;650.000001;650.000001;650.000001;650.000001;650.000001;650.000001;650.000001;650.000001;650.000001;650;650;649.999975;649.999996;649.999978;274.000004;274.000004;274.000004;274.000004;274.000004;274.000004;274.000004;274.000004;274.000004;274.000004;274.000004;274.000004;274.000004;274.000004;274.000004;274.000004;227.000005;274.000007;274.000007;274.000007;274.000007;274.000004;254.000006;274;274;0

############################################
# Geographical distance between tree species
############################################
;ABIEALB;ABIEGRA;ABIENOR;ACERGRA;ACERPET;ALNUGLU;BETUSPP;CARPBET;CASTSAT;CEDRATL;CUPRSEM;FAGUSIL;FRAXSPP;JUGLSPP;LARIDEC;LARIKAE;PICEEXC;PICESIT;PINUBRU;PINUCEM;PINUHAL;PINULAR;PINUNIG;PINUPINA;PINUPINE;PINURAD;PINUSTR;PINUSYL;PINUTAE;PINUUNC;PLATHYB;POPUCUL;POPUTRE;PRUNAVI;PSEUMEN;QUERILE;QUERPAT;QUERPUB;QUERPYR;QUERROB;QUERRUB;QUERSUB;SORBARI;SORBAUC;SORBDOM;SORBTOR;TAXABAC;THUJPLI;TILISPP;TSUGHET;ULMUSPP
ABIEALB;0;0.618784530386740;0.759036144578313;0.62962962962963;0.649214659685864;0.63519313304721;0.558951965065502;0.662393162393162;0.609958506224066;0.886486486486486;0.980645161290323;0.408510638297872;0.474903474903475;0.9625;0.594117647058824;0.857988165680473;0.376190476190476;0.720670391061453;1;0.953947368421053;0.967032967032967;0.622881355932203;0.535398230088496;0.823275862068966;0.970414201183432;0.622881355932203;0.892857142857143;0.437751004016064;1;0.770700636942675;0.9875;0.784232365145228;0.615720524017467;0.587939698492462;0.510822510822511;0.905;0.462450592885375;0.685589519650655;0.994285714285714;0.562015503875969;0.757575757575757;0.994082840236686;0.453744493392070;0.445783132530120;0.5;0.993464052287582;0.993464052287582;0.986928104575163;0.715909090909091;0.96078431372549;0.921787709497207
ABIEGRA;0.618784530386740;0;0.689655172413793;0.71875;0.732919254658385;0.68;0.584615384615385;0.671794871794872;0.622549019607843;0.921985815602837;0.97029702970297;0.590308370044053;0.613821138211382;0.923076923076923;0.75;0.712962962962963;0.550505050505050;0.529411764705882;1;0.990384615384615;0.977099236641221;0.61025641025641;0.674641148325359;0.796703296703297;0.96551724137931;0.61025641025641;0.842105263157895;0.604166666666667;1;0.938931297709924;0.961538461538461;0.774358974358974;0.66497461928934;0.58125;0.505154639175258;0.955696202531646;0.586497890295359;0.834905660377358;0.957264957264957;0.609649122807018;0.72;0.991304347826087;0.741525423728814;0.635245901639344;0.671140939597315;1;0.98989898989899;0.97979797979798;0.788732394366197;0.928571428571429;0.888
ABIENOR;0.759036144578313;0.689655172413793;0;0.858156028368794;0.857142857142857;0.835978835978836;0.804123711340206;0.805555555555556;0.784615384615385;0.863157894736842;0.983050847457627;0.8;0.79757085020243;0.96969696969697;0.853658536585366;0.855421686746988;0.778894472361809;0.81981981981982;0.981818181818182;0.983333333333333;0.953488372093023;0.731843575418994;0.74054054054054;0.825503355704698;0.929577464788732;0.731843575418994;0.886075949367089;0.7875;1;0.932584269662921;1;0.839285714285714;0.80327868852459;0.755102040816326;0.731958762886598;0.9;0.777310924369748;0.833333333333333;0.945945945945946;0.786666666666667;0.796747967479675;0.985915492957746;0.844748858447489;0.839357429718876;0.818791946308725;0.981818181818182;1;0.963636363636364;0.846846846846847;0.910714285714286;0.869047619047619
ACERGRA;0.62962962962963;0.71875;0.858156028368794;0;0.147826086956522;0.674757281553398;0.553299492385787;0.574468085106383;0.716814159292035;0.961290322580645;0.991071428571429;0.569565217391304;0.577235772357724;0.90990990990991;0.633802816901408;0.84375;0.563106796116505;0.722222222222222;1;0.982142857142857;1;0.761061946902655;0.74561403508772;0.88780487804878;0.984251968503937;0.761061946902655;0.915384615384615;0.650980392156863;1;0.91970802919708;0.982608695652174;0.715025906735751;0.633165829145729;0.586826347305389;0.640909090909091;0.95808383233533;0.618473895582329;0.872246696035242;0.984496124031008;0.606837606837607;0.781818181818182;0.991935483870968;0.708860759493671;0.569037656903766;0.645484949832776;0.99074074074074;0.99074074074074;0.990825688073394;0.628787878787879;0.982142857142857;0.878787878787879
ACERPET;0.649214659685864;0.732919254658385;0.857142857142857;0.147826086956522;0;0.679611650485437;0.558375634517767;0.572192513368984;0.732456140350877;0.967741935483871;0.99099099099099;0.58008658008658;0.575510204081633;0.909090909090909;0.65034965034965;0.84251968503937;0.57487922705314;0.746575342465753;1;0.981981981981982;0.99290780141844;0.765486725663717;0.738938053097345;0.887254901960784;0.984126984126984;0.765486725663717;0.90625;0.654901960784314;1;0.902985074626866;0.973451327433628;0.7;0.595854922279793;0.575757575757576;0.639269406392694;0.951515151515152;0.622489959839357;0.856502242152466;0.984375;0.605150214592275;0.795180722891566;0.991869918699187;0.702127659574468;0.579166666666667;0.648829431438127;0.990654205607477;0.990654205607477;1;0.615384615384615;0.981981981981982;0.86923076923077
ALNUGLU;0.63519313304721;0.68;0.835978835978836;0.674757281553398;0.679611650485437;0;0.491228070175439;0.513636363636364;0.508547008547009;0.916256157635468;0.994152046783626;0.496124031007752;0.473880597014925;0.928571428571429;0.735;0.817142857142857;0.48936170212766;0.714285714285714;1;0.98235294117647;0.964102564102564;0.557446808510638;0.608870967741935;0.71875;0.972677595628415;0.557446808510638;0.823529411764706;0.550359712230216;0.982035928143713;0.887096774193548;0.946107784431138;0.617117117117117;0.535398230088496;0.581730769230769;0.502092050209205;0.879807692307692;0.484962406015038;0.724696356275304;0.901734104046243;0.441295546558704;0.609625668449198;0.936416184971098;0.590733590733591;0.49812734082397;0.478688524590164;0.994011976047904;0.987951807228916;0.988023952095808;0.743455497382199;0.957831325301205;0.856353591160221
BETUSPP;0.558951965065502;0.584615384615385;0.804123711340206;0.553299492385787;0.558375634517767;0.491228070175439;0;0.486607142857143;0.526530612244898;0.945454545454545;0.98901098901099;0.36734693877551;0.380769230769231;0.933333333333333;0.681592039800995;0.796703296703297;0.368888888888889;0.643617021276596;1;0.972222222222222;0.99056603773585;0.549586776859504;0.6;0.743697478991597;0.98477157360406;0.549586776859504;0.854054054054054;0.409961685823755;0.988888888888889;0.893939393939394;0.972677595628415;0.636752136752137;0.515151515151515;0.5311004784689;0.384279475982533;0.957446808510638;0.353174603174603;0.784386617100372;0.936842105263158;0.345833333333333;0.605128205128205;0.989690721649485;0.634057971014493;0.314285714285714;0.413333333333333;0.99441340782123;0.98876404494382;0.994444444444444;0.714285714285714;0.96067415730337;0.871134020618557
CARPBET;0.662393162393162;0.671794871794872;0.805555555555556;0.574468085106383;0.572192513368984;0.513636363636364;0.486607142857143;0;0.572614107883817;0.935643564356436;1;0.521235521235521;0.434108527131783;0.92638036809816;0.766169154228856;0.845714285714286;0.504273504273504;0.760416666666667;1;1;0.979274611398964;0.554112554112554;0.559322033898305;0.723981900452489;0.983333333333333;0.554112554112554;0.846153846153846;0.480916030534351;0.987730061349693;0.964102564102564;0.976047904191617;0.588785046728972;0.490740740740741;0.542713567839196;0.438053097345133;0.934579439252336;0.414342629482072;0.75;0.898809523809524;0.340611353711790;0.583333333333333;0.988700564971751;0.671586715867159;0.476923076923077;0.47;0.993827160493827;0.987577639751553;0.993865030674847;0.649425287356322;0.97560975609756;0.845714285714286
CASTSAT;0.609958506224066;0.622549019607843;0.784615384615385;0.716814159292035;0.732456140350877;0.508547008547009;0.526530612244898;0.572614107883817;0;0.849514563106796;0.983870967741935;0.471698113207547;0.433823529411765;0.940860215053763;0.820960698689956;0.821052631578947;0.546875;0.706467661691542;0.994565217391304;0.98936170212766;0.942028985507246;0.36697247706422;0.563492063492063;0.559241706161137;0.954081632653061;0.36697247706422;0.839572192513369;0.489208633093525;0.978142076502732;0.917874396135266;0.95108695652174;0.627118644067797;0.585365853658537;0.568807339449541;0.411016949152542;0.826291079812207;0.390804597701149;0.593220338983051;0.868852459016394;0.423529411764706;0.66183574879227;0.930851063829787;0.668989547038327;0.517730496453901;0.433224755700326;0.994565217391304;0.989071038251366;0.98360655737705;0.815668202764977;0.961748633879781;0.851282051282051
CEDRATL;0.886486486486486;0.921985815602837;0.863157894736842;0.961290322580645;0.967741935483871;0.916256157635468;0.945454545454545;0.935643564356436;0.849514563106796;0;0.947368421052632;0.854771784232365;0.875;0.985074626865672;0.931818181818182;0.98936170212766;0.915178571428572;0.952;0.962962962962963;1;0.656716417910448;0.798941798941799;0.773684210526316;0.784722222222222;0.793650793650794;0.798941798941799;0.952380952380952;0.812244897959184;1;0.895348837209302;1;0.832335329341317;0.905;0.89090909090909;0.881818181818182;0.55952380952381;0.867704280155642;0.681818181818182;0.96;0.925196850393701;0.95774647887324;0.909090909090909;0.783653846153846;0.90943396226415;0.818791946308725;0.981818181818182;1;1;0.959349593495935;0.983333333333333;0.944444444444444
CUPRSEM;0.980645161290323;0.97029702970297;0.983050847457627;0.991071428571429;0.99099099099099;0.994152046783626;0.98901098901099;1;0.983870967741935;0.947368421052632;0;0.986666666666667;0.97530864197531;1;0.989130434782609;0.955555555555556;0.989637305699482;0.9625;1;1;0.894736842105263;0.971264367816092;0.983516483516484;0.975806451612903;0.833333333333333;0.971264367816092;0.974358974358974;0.98326359832636;1;1;0.933333333333333;0.972027972027972;0.982142857142857;0.977272727272727;0.984615384615385;0.942028985507246;0.98326359832636;0.966666666666667;1;0.986486486486487;0.979591836734694;1;0.975;0.99163179916318;0.97986577181208;1;1;1;1;1;1
FAGUSIL;0.408510638297872;0.590308370044053;0.8;0.569565217391304;0.58008658008658;0.496124031007752;0.36734693877551;0.521235521235521;0.471698113207547;0.854771784232365;0.986666666666667;0;0.302919708029197;0.94170403587444;0.650655021834061;0.831111111111111;0.265822784810127;0.653153153153153;1;0.977678571428571;0.951219512195122;0.480769230769231;0.451737451737452;0.76173285198556;0.974789915966387;0.480769230769231;0.891774891774892;0.261363636363636;0.991071428571429;0.841409691629956;0.964285714285714;0.650557620817844;0.494163424124514;0.487068965517241;0.323886639676113;0.888461538461539;0.293680297397770;0.679715302491103;0.948717948717949;0.354477611940298;0.677824267782427;0.983050847457627;0.411320754716981;0.221789883268483;0.272425249169435;0.99099099099099;0.99099099099099;0.986486486486487;0.690265486725664;0.968468468468468;0.885593220338983
FRAXSPP;0.474903474903475;0.613821138211382;0.79757085020243;0.577235772357724;0.575510204081633;0.473880597014925;0.380769230769231;0.434108527131783;0.433823529411765;0.875;0.97530864197531;0.302919708029197;0;0.94672131147541;0.705882352941176;0.836065573770492;0.351145038167939;0.709677419354839;0.991769547325103;0.979591836734694;0.947169811320755;0.43609022556391;0.448529411764706;0.704626334519573;0.952569169960474;0.43609022556391;0.883064516129032;0.303886925795053;0.983539094650206;0.868525896414343;0.958847736625514;0.556390977443609;0.424710424710425;0.5;0.333333333333333;0.876811594202898;0.235294117647059;0.624561403508772;0.914634146341463;0.282527881040892;0.662698412698413;0.97244094488189;0.470588235294118;0.261818181818182;0.208609271523179;0.995901639344262;0.991769547325103;0.991803278688525;0.711382113821138;0.975409836065574;0.859437751004016
JUGLSPP;0.9625;0.923076923076923;0.96969696969697;0.90990990990991;0.909090909090909;0.928571428571429;0.933333333333333;0.92638036809816;0.940860215053763;0.985074626865672;1;0.94170403587444;0.94672131147541;0;0.958762886597938;0.942307692307692;0.942708333333333;0.929411764705882;1;1;0.979591836734694;0.943502824858757;0.96236559139785;0.977272727272727;1;0.943502824858757;0.857142857142857;0.94979079497908;1;0.981481481481482;1;0.923611111111111;0.940828402366864;0.932835820895522;0.943589743589744;0.9875;0.94979079497908;0.987577639751553;1;0.94090909090909;0.93069306930693;0.967741935483871;0.955882352941176;0.944915254237288;0.956521739130435;1;1;1;0.886075949367089;1;0.962264150943396
